,Title,Section,Sub,Class,Cat,Deg,NCIC,Printable,UCR  Code,IBR_code,Effective Date,Short_Description,Full_Description,final_code
606,ECL,11-1301,01,,V,0,6202.0,N,99.0,90Z,2004-08-17 00:00:00,ILLEGAL FISHING,Illegal Fishing,ECL11-130101V090Z
607,ECL,11-1301,01A,,V,0,6202.0,N,99.0,90Z,2004-08-17 00:00:00,ILLEGAL FISHING,Illegal Fishing/take By Other Than Angling,ECL11-130101AV090Z
608,ECL,11-1301,02,,V,0,6202.0,N,99.0,90Z,1990-09-01 00:00:00,ILLEGAL FISHING,Illegal Fishing/Take Fish In Excess Of Daily Or Seasonal Limit,ECL11-130102V090Z
609,ECL,11-1301,01B,,V,0,6202.0,N,99.0,90Z,1984-09-01 00:00:00,ILLEGAL FISHING,Illegal Fishing/take Fish Out Of Season,ECL11-130101BV090Z
610,ECL,11-1305,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,TRAPPING VIO,Violation Size And Catch Limits,ECL11-1305V090Z
611,ECL,11-1315,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,FISHING VIO,Illegal Taking/Selling Bait Fish,ECL11-1315V090Z
612,ECL,11-1315,,U,M,0,6299.0,N,99.0,90Z,1988-11-01 00:00:00,FISHING VIOL,Illegal Sale Of Bait Fish Value Greater Than $250,ECL11-1315UM090Z
613,ECL,11-1315,,E,F,0,6299.0,Y,99.0,90Z,1988-11-01 00:00:00,FISHING VIOL,"Illegal Sale Of Bait Fish Value Greater Than $ 1,500",ECL11-1315EF090Z
614,ECL,11-1317,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,FISHING VIOL,Illegal Taking/Sale Of Aquatic Insects,ECL11-1317V090Z
615,ECL,11-1319,,E,F,0,6299.0,Y,99.0,90Z,1988-11-01 00:00:00,FISHING VIOL,"Illegal Sale Of Fish Value Greater Than $1,500",ECL11-1319EF090Z
616,ECL,11-1319,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,FISHING VIO,Illegal Possession Sale Trans Fish,ECL11-1319V090Z
617,ECL,11-1319,,U,M,0,6299.0,N,99.0,90Z,1988-11-01 00:00:00,FISHING VIOL,Illegal Sale Of Fish Value Greater Than $250,ECL11-1319UM090Z
618,ECL,11-1321,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,FISHING VIO,Prohibited Taking Of Fish,ECL11-1321V090Z
619,ECL,11-1521,,,V,0,6299.0,N,99.0,90Z,1983-11-06 00:00:00,COMM FISH VIOL,Sale Of Striped Bass Value Less Than $250,ECL11-1521V090Z
620,ECL,11-1521,,E,F,0,6299.0,Y,99.0,90Z,1988-11-01 00:00:00,COMM FISH VIOL,"Sale Of Striped Bass Value Greater Than $1,500",ECL11-1521EF090Z
621,ECL,11-1521,,U,M,0,6299.0,N,99.0,90Z,1988-11-01 00:00:00,COMM FISH VIOL,Sale Of Striped Bass Value Greater Than $250,ECL11-1521UM090Z
622,ECL,11-1703,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SEL FSH S/O LIC,Import/Sell Fish Without License,ECL11-1703V090Z
623,ECL,11-1705,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,IMPRT W/O LIC,Import/Sell/Possess Wildlife Illegally,ECL11-1705V090Z
624,ECL,11-1721,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,COUNTERFEIT TAG,Counterfeit Seal/Tag,ECL11-1721V090Z
625,ECL,11-1723,,U,M,0,6299.0,N,99.0,90Z,1988-11-01 00:00:00,SALE GM W/O TAG,Sale Of Game Without Tag Value Greater Than $250,ECL11-1723UM090Z
626,ECL,11-1723,,E,F,0,6299.0,Y,99.0,90Z,1988-11-01 00:00:00,SALE GM W/O TAG,"Sale Of Game Without Tag Value Greater Than $1,500",ECL11-1723EF090Z
627,ECL,11-1723,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SALE GM W/O TAG,Sale Of Game Without Tag Value Less Than $250,ECL11-1723V090Z
628,ECL,11-1725,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SHP FSH/GAM ILL,Ship Fish/Game Not Lawful For Sale,ECL11-1725V090Z
629,ECL,11-1727,,,V,0,6299.0,N,99.0,90Z,1988-11-01 00:00:00,UNLABELED SALE,Sale Of Unlabeled Hatchery Trout Value Less Than $250,ECL11-1727V090Z
630,ECL,11-1727,,U,M,0,6299.0,N,99.0,90Z,1988-11-01 00:00:00,UNLABLELED SALE,Sale Of Unlabeled Hatchery Trout Value Greater Than $250,ECL11-1727UM090Z
631,ECL,11-1727,,E,F,0,6299.0,Y,99.0,90Z,1988-11-01 00:00:00,UNLABELED SALE,"Sale Of Unlabeled Hatchery Trout Value Greater Than $1,500",ECL11-1727EF090Z
632,ECL,11-1728,,U,M,0,6299.0,N,99.0,90Z,1988-11-01 00:00:00,SALE LIVE BIRDS,Sale Of Live Birds Value Greater Than $250,ECL11-1728UM090Z
633,ECL,11-1728,,,V,0,6299.0,N,99.0,90Z,1988-11-01 00:00:00,SALE LIVE BIRDS,Sale Of Live Birds Value Less Than $250,ECL11-1728V090Z
634,ECL,11-1728,,E,F,0,6299.0,Y,99.0,90Z,1988-11-01 00:00:00,SALE LIVE BIRDS,"Sale Of Live Birds Value Greater Than $1,500",ECL11-1728EF090Z
635,ECL,11-1731,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SALE OF PLUMAGE,Illegal Plumage Fly Tying Less Than $250,ECL11-1731V090Z
636,ECL,11-1733,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,ILL TAXIDERMY,Taxidermy Without License,ECL11-1733V090Z
637,ECL,11-1901,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,BREEDING VIO,Breeding Domestic Game Birds Without License,ECL11-1901V090Z
638,ECL,11-1904,,U,M,0,6299.0,N,99.0,90Z,1999-11-01 00:00:00,CANNED SHOT,Canned Shot Prohibition,ECL11-1904UM090Z
639,ECL,11-1904,01,U,M,0,6299.0,N,99.0,90Z,1999-11-01 00:00:00,CANNED SHOT,Canned Shot Prohibition,ECL11-190401UM090Z
640,ECL,11-1909,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,HATCHERY VIO,Violation Trout/Black Bass Hatchery Regulations,ECL11-1909V090Z
641,ECL,11-1913,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,FSH PRESRVS VIO,Tag Violation Fishing Preserves,ECL11-1913V090Z
642,ECL,11-2113,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,POSTED LND VIO,Violation Prohibited Posted Lands,ECL11-2113V090Z
643,ECL,11-2115,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,POSTED LND VIO,Failure To Leave Posted Lands,ECL11-2115V090Z
644,ECL,11-2117,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,TRESPASSING,Hunters Or Fishermen Damage Property/Livestock,ECL11-2117V090Z
645,ECL,13-0309,,U,M,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SHELLFISH VIO,Take/Import Shellfish Illegally,ECL13-0309UM090Z
646,ECL,13-0323,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SHELLFISH VIO,Prohibited Acts Oysters,ECL13-0323V090Z
647,ECL,13-0325,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SHELLFISH VIO,Prohibited Acts Clams,ECL13-0325V090Z
648,ECL,13-0327,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SHELLFISH VIO,Prohibited Acts Scallops,ECL13-0327V090Z
649,ECL,13-0329,,U,M,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SHELLFISH VIO,Prohibited Acts Lobsters,ECL13-0329UM090Z
650,ECL,13-0329,,E,F,0,6299.0,Y,99.0,90Z,1988-11-01 00:00:00,FISHING VIOL,Lobsters- Permits/Prohibited Acts,ECL13-0329EF090Z
651,ECL,13-0331,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,SHELLFISH VIO,Prohibited Acts Crabs,ECL13-0331V090Z
652,ECL,13-0339,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,MARINE FISH VIO,Violation Size Limits/Sale Marine Fish,ECL13-0339V090Z
653,ECL,13-0341,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,MARIN FSHRY VIO,Using Trawls In Prohibited Area,ECL13-0341V090Z
654,ECL,13-0343,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,MARINE NET VIOL,Use Of Nets In Restricted Waters,ECL13-0343V090Z
655,ECL,13-0345,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,WATR POLLTN VIO,Pollution Of Marine Waters,ECL13-0345V090Z
656,ECL,15-0313,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,WATER POLLUTION,Unlawful Use Chemical To Control Aqua-vegetable,ECL15-0313V090Z
657,ECL,15-0501,,,V,0,6299.0,N,43.0,90Z,1972-09-01 00:00:00,WATER PROT VIOL,Disturbing Stream Bed Without Permit,ECL15-0501V090Z
658,ECL,15-0501,,U,M,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,WATR PROT VIO,Disturbing Stream Bed Without Permit,ECL15-0501UM090Z
659,ECL,15-0501,01,,V,0,6299.0,N,43.0,90Z,1972-09-01 00:00:00,WATER PROT VIOL,Disturbing Stream Bed Without Permit,ECL15-050101V090Z
660,ECL,15-0501,01,U,M,0,6299.0,Y,43.0,90Z,1972-09-01 00:00:00,WATER PROT VIOL,Disturbing Stream Bed Without Permit,ECL15-050101UM090Z
661,ECL,15-0503,,U,M,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,WATR RESRCS VIO,Erecting Dam/Wharf Without Permit,ECL15-0503UM090Z
662,ECL,15-0503,01,,V,0,6299.0,N,43.0,90Z,1972-09-01 00:00:00,WATR RESRCS VIO,Erecting Dam/Wharf Without Permit,ECL15-050301V090Z
663,ECL,15-0503,,,V,0,6299.0,N,43.0,90Z,1972-09-01 00:00:00,WATR RESRCS VIO,Erecting Dam/Wharf Without Permit,ECL15-0503V090Z
664,ECL,15-0503,01,U,M,0,6299.0,N,43.0,90Z,1972-09-01 00:00:00,WATR RESRCS VIO,Erecting Dam/Wharf Without Permit,ECL15-050301UM090Z
665,ECL,15-0505,,U,M,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,WATR RESRCS VIO,Excavate/Fill Navigable Stream Without Permit,ECL15-0505UM090Z
666,ECL,15-0505,,,V,0,6299.0,N,43.0,90Z,1972-09-01 00:00:00,WATR RESRCS VIO,Excavate/Fill Navigable Stream Without Permit,ECL15-0505V090Z
667,ECL,15-0505,01,U,M,0,6299.0,N,43.0,90Z,1972-09-01 00:00:00,WATR RESRCS VIO,Excavate/Fill Navigable Stream Without Permit,ECL15-050501UM090Z
668,ECL,15-0505,01,,V,0,6299.0,N,43.0,90Z,1972-09-01 00:00:00,WATR RESRCS VIO,Excavate/Fill Navigable Stream Without Permit,ECL15-050501V090Z
669,ECL,15-1525,,,V,0,6299.0,N,99.0,90Z,1977-09-01 00:00:00,WATR RESRCS VIO,Drilling Well Without Registration Certificate,ECL15-1525V090Z
670,ECL,15-1745,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,WATR RESRCS VIO,Prohibited Diversion Of Water,ECL15-1745V090Z
671,ECL,15-1747,,,V,0,6299.0,N,99.0,90Z,1977-09-02 00:00:00,WATR RESRCS VIO,False Entry Statement Or Report,ECL15-1747V090Z
672,ECL,15-1947,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,INTRF DRAIN WRK,Unlawful Interference With Drainage Works,ECL15-1947V090Z
673,ECL,15-2133,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,DRAW RES WATER,Unauthorized Changing Reservoir Levels,ECL15-2133V090Z
674,ECL,15-2315,,,V,0,6299.0,N,99.0,90Z,1972-09-01 00:00:00,UNL INTRF-IMPRV,Unlawful Interfere With Improvement Project,ECL15-2315V090Z
675,ECL,17-0501,,E,F,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION FEL,Violation Pollution Standards- Prev Conviction,ECL17-0501EF090Z
676,ECL,17-0501,,U,M,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION MISD,Violation Pollution Standards-1st Offense,ECL17-0501UM090Z
677,ECL,17-0503,01,U,M,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION VIOL,Pollute Marine District Liquid Waste-1st Offense,ECL17-050301UM090Z
678,ECL,17-0503,02,E,F,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION VIOL,Pollute Marine District Solid Waste-Previous Conviction,ECL17-050302EF090Z
679,ECL,17-0503,,U,M,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION VIO,Pollute Marine Diststrict Waters-1st Offense,ECL17-0503UM090Z
680,ECL,17-0503,01,E,F,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION VIOL,Pollute Marine District Liquid Waste-Previous Conviction,ECL17-050301EF090Z
681,ECL,17-0503,02,U,M,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION VIOL,Pollute Marine District Solid Waste-1st Offense,ECL17-050302UM090Z
682,ECL,17-0503,,E,F,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION VIOL,Pollute Marine District Waters-Previous Conviction,ECL17-0503EF090Z
683,ECL,17-0505,,U,M,0,6204.0,Y,43.0,90Z,1972-09-01 00:00:00,NO SPDES PERMIT,Failure To Obtain SPDES Permit-1st Offense,ECL17-0505UM090Z
684,ECL,17-0505,,E,F,0,6204.0,Y,43.0,90Z,1972-09-01 00:00:00,NO SPDES PERMIT,Failure To Obtain SPDES Permit-Previous Conviction,ECL17-0505EF090Z
685,ECL,17-0507,,E,F,0,6204.0,Y,43.0,90Z,1972-09-01 00:00:00,NO SPDES PERMIT,Modify Discharge Without Permit-Previous Conviction,ECL17-0507EF090Z
686,ECL,17-0507,,U,M,0,6204.0,Y,43.0,90Z,1972-09-01 00:00:00,NO SPDES PERMIT,Modify Discharge Without Permit-1st Offense,ECL17-0507UM090Z
687,ECL,17-0511,,U,M,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION VIO,Discharge Waste In Violation Regulations-1st Offense,ECL17-0511UM090Z
688,ECL,17-0511,,E,F,0,6205.0,Y,43.0,90Z,1972-09-01 00:00:00,POLLUTION VIOL,Discharge Waste In Violation Regulations-Previous Conviction,ECL17-0511EF090Z
689,ECL,17-0701,01A,C,F,0,6204.0,Y,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,Discharge Waste Cause Personal Injury,ECL17-070101ACF090Z
690,ECL,17-0701,01A,E,F,0,6204.0,Y,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,Discharge Waste Without SPDES Permit,ECL17-070101AEF090Z
691,ECL,17-0701,01A,A,M,0,6204.0,N,43.0,90Z,1988-07-29 00:00:00,NO SPDES PERMIT,Discharge Waste Without SPDES Permit,ECL17-070101AAM090Z
692,ECL,17-0701,01B,E,F,0,6204.0,Y,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,Construct/Operate System Without SPDES Permit,ECL17-070101BEF090Z
693,ECL,17-0701,01C,C,F,0,6204.0,Y,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,Increase Discharge Cause Personal Injury,ECL17-070101CCF090Z
694,ECL,17-0701,01C,A,M,0,6204.0,N,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,Increase Discharge Without SPDES Permit,ECL17-070101CAM090Z
695,ECL,17-0701,03A,A,M,0,6204.0,N,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,Failure Submit Nuc Safety Analysis,ECL17-070103AAM090Z
696,ECL,17-0701,,C,F,0,6204.0,Y,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,SPDES Permit Violation,ECL17-0701CF090Z
697,ECL,17-0701,,E,F,0,6204.0,Y,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,SPDES Permit Violation,ECL17-0701EF090Z
698,ECL,17-0701,,A,M,0,6204.0,N,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,SPDES Permit Violation,ECL17-0701AM090Z
699,ECL,17-0701,01B,C,F,0,6204.0,Y,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,Construct/Operate System Cause Personal Injury,ECL17-070101BCF090Z
700,ECL,17-0701,01C,E,F,0,6204.0,Y,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,Increase Discharge Without SPDES Permit,ECL17-070101CEF090Z
701,ECL,17-0701,01B,A,M,0,6204.0,N,43.0,90Z,1988-07-29 00:00:00,SPDES PMT VIOL,Construct/Operate System Without SPDES Permit,ECL17-070101BAM090Z
702,ECL,17-0803,,A,M,0,6205.0,N,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Discharge Pollutants Without SPDES Permit,ECL17-0803AM090Z
703,ECL,17-0803,,E,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Discharge Pollutants Without SPDES Permit,ECL17-0803EF090Z
704,ECL,17-0803,,C,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Discharge Pollutants Without SPDES Permit,ECL17-0803CF090Z
705,ECL,17-0807,03,C,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Discharge Prohibited By Federal Regulations,ECL17-080703CF090Z
706,ECL,17-0807,02,E,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Prohibited Discharge-Impair Anchorage/Navigation,ECL17-080702EF090Z
707,ECL,17-0807,01,C,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Prohibited Discharge Of Chemical/Biological/Radioactive Waste,ECL17-080701CF090Z
708,ECL,17-0807,01,A,M,0,6205.0,N,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Prohibited Discharge Of Chemical/Biological/Radioactive Waste,ECL17-080701AM090Z
709,ECL,17-0807,04,E,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Discharge Prohibited By ECL Regulations,ECL17-080704EF090Z
710,ECL,17-0807,,A,M,0,6205.0,N,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Prohibited Discharges-Pollutants,ECL17-0807AM090Z
711,ECL,17-0807,,E,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTON VIOL,Prohibited Discharges- Pollutants,ECL17-0807EF090Z
712,ECL,17-0807,,C,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Prohibited Discharges-Pollutants,ECL17-0807CF090Z
713,ECL,17-0807,01,E,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Prohibited Discharge Of Chemical/Biological/Radioactive Waste,ECL17-080701EF090Z
714,ECL,17-0807,02,A,M,0,6205.0,N,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Prohibited Discharge-Impair Anchorage/Navigation,ECL17-080702AM090Z
715,ECL,17-0807,02,C,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Prohibited Discharge-Impair Anchorage/Navigation,ECL17-080702CF090Z
716,ECL,17-0807,03,E,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Discharge Prohibited By Federal Regulations,ECL17-080703EF090Z
717,ECL,17-0807,04,A,M,0,6205.0,N,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Discharge Prohibited By ECL Regulations,ECL17-080704AM090Z
718,ECL,17-0807,04,C,F,0,6205.0,Y,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Discharge Prohibited By ECL Regulations,ECL17-080704CF090Z
719,ECL,17-0807,03,A,M,0,6205.0,N,43.0,90Z,1988-07-29 00:00:00,POLLUTION VIOL,Discharge Prohibited By Federal Regulations,ECL17-080703AM090Z
720,ECL,17-0825,,E,F,0,6205.0,Y,43.0,90Z,1973-09-01 00:00:00,POLLUTION VIOL,Unlawful Discharge Industrial Waste,ECL17-0825EF090Z
721,ECL,17-0825,,U,M,0,6205.0,Y,43.0,90Z,1973-09-01 00:00:00,POLLUTION VIOL,Unlawful Discharge Industrial Waste-1st Offense,ECL17-0825UM090Z
722,ECL,17-0825,,C,F,0,6205.0,Y,43.0,90Z,1973-09-01 00:00:00,POLLUTION VIOL,Unlawful Discharge Industrial Waste,ECL17-0825CF090Z
723,ECL,17-0825,,A,M,0,6205.0,N,43.0,90Z,1973-09-01 00:00:00,POLLUTION VIOL,Unlawful Discharge Industrial Waste,ECL17-0825AM090Z
724,ECL,17-1009,03,E,F,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Failure To Notify Alteration/Replacement Tank-Previous Conviction,ECL17-100903EF090Z
725,ECL,17-1009,02,U,M,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Petroleum Storage Failure To Register-1st Offense,ECL17-100902UM090Z
726,ECL,17-1009,02,E,F,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Petroleum Storage Failure To Register-Previous Conviction,ECL17-100902EF090Z
727,ECL,17-1009,,E,F,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Registration Violation-Petroleum Storage-Previous Conviction,ECL17-1009EF090Z
728,ECL,17-1009,,U,M,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Registration Violation-Petroleum Storage-1st Offense,ECL17-1009UM090Z
729,ECL,17-1009,03,U,M,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Failure To Notify Alteration/ReplacementTank-1st Offense,ECL17-100903UM090Z
730,ECL,17-1011,,E,F,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Petroleum Storage-Records Violation-Previous Conviction,ECL17-1011EF090Z
731,ECL,17-1011,02,E,F,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Failure To Provide Access To Facility-Previous Conviction,ECL17-101102EF090Z
732,ECL,17-1011,02,U,M,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Failure To Provide Access To Facility-1st Offense,ECL17-101102UM090Z
733,ECL,17-1011,01,U,M,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Failure To Provide Access To Records-1st Offense,ECL17-101101UM090Z
734,ECL,17-1011,,U,M,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Petroleum Storage Records Violation-1st Offense,ECL17-1011UM090Z
735,ECL,17-1011,01,E,F,0,6204.0,Y,43.0,90Z,1983-09-01 00:00:00,PETRO STRGE VIO,Failure To Provide Access To Records-Previous Conviction,ECL17-101101EF090Z
736,ECL,17-1015,03,E,F,0,6204.0,Y,43.0,90Z,,PETRO STRGE VIO,Illegal Construction/Operation Petroleum Storage Facility,ECL17-101503EF090Z
737,ECL,17-1015,03,U,M,0,6204.0,N,43.0,90Z,,PETRO STRGE VIO,Illegal Construction/Operation Petroleum Storage Facility,ECL17-101503UM090Z
738,ECL,17-1703,,A,M,0,6205.0,N,99.0,90Z,1972-09-01 00:00:00,CONTM SLT WELLS,Contamination Of Salt Wells,ECL17-1703AM090Z
739,ECL,17-1704,,U,M,0,6205.0,N,99.0,90Z,,SEWAGE DSCH VIO,Illegal Sewage Discharge Into Owasco Lake,ECL17-1704UM090Z
740,ECL,17-1709,,U,M,0,6205.0,N,99.0,90Z,1972-09-01 00:00:00,SEWAGE DSCH VIO,Sewage Discharge Into Lake George,ECL17-1709UM090Z
741,ECL,17-1709,01,U,M,0,6205.0,N,43.0,90Z,1972-09-01 00:00:00,SEWAGE DIS CIOL,Sewage Discharge Into Lake George,ECL17-170901UM090Z
742,ECL,17-1710,,U,M,0,6205.0,N,99.0,90Z,,POLLUTION VIO,Deposit Of Garbage Into Owasco Lake Watershed,ECL17-1710UM090Z
743,ECL,17-1711,,,V,0,6205.0,N,99.0,90Z,1972-09-01 00:00:00,POLLUTION VIO,Depositing Garbage Into Lake George,ECL17-1711V090Z
744,ECL,17-1743,,U,M,0,6299.0,N,99.0,90Z,1973-06-05 00:00:00,POLLUTION VIOL,Failure To Report Bulk Spills,ECL17-1743UM090Z
745,ECL,19-0304,,U,M,0,5599.0,Y,43.0,90Z,1984-11-01 00:00:00,AIR POLUTN VIOL,Violation Burn Hazardous Wastes-1st Offense,ECL19-0304UM090Z
746,ECL,19-0304,,E,F,0,5599.0,Y,43.0,90Z,1984-11-01 00:00:00,AIR POLUTN VIOL,Violation Burn Hazardous Wastes-2nd Offense,ECL19-0304EF090Z
747,ECL,19-0509,,U,M,0,5599.0,N,99.0,90Z,1972-09-01 00:00:00,AIR POLUTN VIOL,Violation Air Pollution Controlled Regs,ECL19-0509UM090Z
748,ECL,27-0305,12,,V,0,5599.0,N,43.0,90Z,1989-06-22 00:00:00,MED WASTE VIOL,Transport Regulated Medical Waste Without Permit,ECL27-030512V090Z
749,ECL,27-0905,02,U,M,0,5599.0,Y,43.0,90Z,1978-09-01 00:00:00,HAZ WASTE VIOL,Hazardous Waste False Cargo Manifest-1st Offense,ECL27-090502UM090Z
750,ECL,27-0905,02,E,F,0,5599.0,Y,43.0,90Z,1978-09-01 00:00:00,HAZ WASTE VIOL,Hazardous Waste False Cargo Manifest-Previous Conviction,ECL27-090502EF090Z
751,ECL,27-0905,01,U,M,0,5599.0,Y,43.0,90Z,1978-09-01 00:00:00,HAZ WASTE VIOL,Hazardous Waste-Improper Manifest-1st Offense,ECL27-090501UM090Z
752,ECL,27-0905,,E,F,0,5599.0,Y,43.0,90Z,1978-09-01 00:00:00,HAZ WASTE VIOL,Unspecd Manifest Violation-Previous Conviction,ECL27-0905EF090Z
753,ECL,27-0905,03,U,M,0,5599.0,Y,43.0,90Z,1978-09-01 00:00:00,HAZ WASTE VIOL,Hazardous Waste Facilities Manifest Violation-1st Offense,ECL27-090503UM090Z
754,ECL,27-0905,01,E,F,0,5599.0,Y,43.0,90Z,1978-09-01 00:00:00,HAZ WASTE VIOL,Hazardous Waste Improper Manifest Previous Conviction,ECL27-090501EF090Z
755,ECL,27-0905,03,E,F,0,5599.0,Y,43.0,90Z,1978-09-01 00:00:00,HAZ WASTE VIOL,Hazardous Waste Facilities Manifest Violation-Previous Conviction,ECL27-090503EF090Z
756,ECL,27-0905,,U,M,0,5599.0,Y,43.0,90Z,1978-09-01 00:00:00,HAZ WASTE VIOL,Unspecified Manifest Violation-1st Offense,ECL27-0905UM090Z
757,ECL,27-0909,06,E,F,0,5599.0,Y,43.0,90Z,1986-11-18 00:00:00,HAZ WASTE VIOL,Hazardous Waste Transport Standards Violation-Prior Conviction,ECL27-090906EF090Z
758,ECL,27-0909,06,U,M,0,5599.0,Y,43.0,90Z,1986-11-18 00:00:00,HAZ WASTE VIOL,Hazardous Waste Transport Standards Violation-1st Offense,ECL27-090906UM090Z
759,ECL,27-0913,,U,M,0,5599.0,Y,43.0,90Z,1978-09-01 00:00:00,HAZ WASTE VIOL,Process Hazardous Waste Without Permit-1st Offense,ECL27-0913UM090Z
